val/loss,val/acc,val/prec,val/rec,val/preds_sum,val/targets_sum,val/acc_best,val/loss_best,epoch,step,train/loss,train/acc,train/prec,train/rec,train/preds_sum,train/targets_sum,train/acc_best,train/loss_best
,,,,,,,,25,571,0.005845917388796806,0.9919973015785217,0.9909202456474304,0.999799370765686,438.31817626953125,442.3636474609375,0.9935136437416077,0.00564388744533062
0.0056632147170603275,0.9926007390022278,0.9902359843254089,1.0,387.1666564941406,392.0,0.996374785900116,0.0013792157405987382,26,593,,,,,,,,
,,,,,,,,26,593,0.004929455928504467,0.9930214285850525,0.9919902682304382,0.9999001026153564,438.8636474609375,442.3636474609375,0.9935136437416077,0.004929455928504467
0.0026778418105095625,0.9948673248291016,0.9932122230529785,1.0,388.6666564941406,392.0,0.996374785900116,0.0013792157405987382,27,615,,,,,,,,
,,,,,,,,27,615,0.007996932603418827,0.9915930032730103,0.9903577566146851,0.9998036026954651,438.2727355957031,442.3636474609375,0.9935136437416077,0.004929455928504467
0.0041901906952261925,0.9938693046569824,0.991889476776123,1.0,388.0,392.0,0.996374785900116,0.0013792157405987382,28,637,,,,,,,,
,,,,,,,,28,637,0.005383203737437725,0.9919569492340088,0.9909328818321228,0.9998055100440979,438.31817626953125,442.3636474609375,0.9935136437416077,0.004929455928504467
0.004332376178354025,0.9938693046569824,0.991889476776123,1.0,388.0,392.0,0.996374785900116,0.0013792157405987382,29,659,,,,,,,,
,,,,,,,,29,659,0.004813781473785639,0.9951479434967041,0.9944587349891663,0.9998983144760132,439.8636474609375,442.3636474609375,0.9951479434967041,0.004813781473785639
0.005292768124490976,0.9926112294197083,0.9902359843254089,1.0,387.1666564941406,392.0,0.996374785900116,0.0013792157405987382,30,681,,,,,,,,
,,,,,,,,30,681,0.005257945042103529,0.9944084286689758,0.9936382174491882,0.9998039603233337,439.5454406738281,442.3636474609375,0.9951479434967041,0.004813781473785639
0.0029773700516670942,0.9948673248291016,0.9932122230529785,1.0,388.6666564941406,392.0,0.996374785900116,0.0013792157405987382,31,703,,,,,,,,
,,,,,,,,31,703,0.004514642991125584,0.9941791892051697,0.9932714700698853,0.9999020099639893,439.31817626953125,442.3636474609375,0.9951479434967041,0.004514642991125584
0.0007903698715381324,0.9981741905212402,0.9975807666778564,1.0,390.8333435058594,392.0,0.9981741905212402,0.0007903698715381324,32,725,,,,,,,,
,,,,,,,,32,725,0.004590075928717852,0.9956751465797424,0.9949193596839905,1.0,440.31817626953125,442.3636474609375,0.9956751465797424,0.004514642991125584
0.0035388816613703966,0.9948673248291016,0.9932122230529785,1.0,388.6666564941406,392.0,0.9981741905212402,0.0007903698715381324,33,747,,,,,,,,
,,,,,,,,33,747,0.00541008310392499,0.9952273964881897,0.9947073459625244,0.9996068477630615,440.0909118652344,442.3636474609375,0.9956751465797424,0.004514642991125584
0.00322798197157681,0.9948673248291016,0.9932122230529785,1.0,388.6666564941406,392.0,0.9981741905212402,0.0007903698715381324,34,769,,,,,,,,
,,,,,,,,34,769,0.004054870456457138,0.9944664239883423,0.9935585260391235,1.0,439.4090881347656,442.3636474609375,0.9956751465797424,0.004054870456457138
0.0024599686730653048,0.9951167702674866,0.9935428500175476,1.0,388.8333435058594,392.0,0.9981741905212402,0.0007903698715381324,35,791,,,,,,,,
,,,,,,,,35,791,0.003884884063154459,0.9962888956069946,0.9956833124160767,0.9999020099639893,440.4090881347656,442.3636474609375,0.9962888956069946,0.003884884063154459
0.0010118946665897965,0.998397171497345,0.9978766441345215,1.0,391.0,392.0,0.998397171497345,0.0007903698715381324,36,813,,,,,,,,
,,,,,,,,36,813,0.0030312328599393368,0.9972801208496094,0.9968238472938538,1.0,440.9090881347656,442.3636474609375,0.9972801208496094,0.0030312328599393368
0.004026827868074179,0.9948673248291016,0.9932122230529785,1.0,388.6666564941406,392.0,0.998397171497345,0.0007903698715381324,37,835,,,,,,,,
,,,,,,,,37,835,0.002876848680898547,0.996968686580658,0.9965578317642212,0.9999042749404907,440.81817626953125,442.3636474609375,0.9972801208496094,0.002876848680898547
0.002503775991499424,0.9953662753105164,0.9938735961914062,1.0,389.0,392.0,0.998397171497345,0.0007903698715381324,38,857,,,,,,,,
,,,,,,,,38,857,0.003148790216073394,0.9950323700904846,0.9943326711654663,0.9999048709869385,440.0909118652344,442.3636474609375,0.9972801208496094,0.002876848680898547
0.0003276085772085935,0.9997240900993347,0.9996345043182373,1.0,391.8333435058594,392.0,0.9997240900993347,0.0003276085772085935,39,879,,,,,,,,
,,,,,,,,39,879,0.0029155933298170567,0.9969659447669983,0.9964416027069092,1.0,440.7272644042969,442.3636474609375,0.9972801208496094,0.002876848680898547
0.0003898810828104615,0.9994481205940247,0.9992690086364746,1.0,391.6666564941406,392.0,0.9997240900993347,0.0003276085772085935,40,901,,,,,,,,
,,,,,,,,40,901,0.0027974986005574465,0.9975041747093201,0.9971181750297546,1.0,441.0454406738281,442.3636474609375,0.9975041747093201,0.0027974986005574465
0.0006490581436082721,0.9989226460456848,0.998572826385498,1.0,391.3333435058594,392.0,0.9997240900993347,0.0003276085772085935,41,923,,,,,,,,
,,,,,,,,41,923,0.002464320743456483,0.9974517822265625,0.9971417784690857,0.999903678894043,441.0909118652344,442.3636474609375,0.9975041747093201,0.002464320743456483
9.282769497076515e-06,1.0,1.0,1.0,392.0,392.0,1.0,9.282769497076515e-06,42,945,,,,,,,,
,,,,,,,,42,945,0.0032977135851979256,0.9958167672157288,0.9952199459075928,0.9999032616615295,440.2272644042969,442.3636474609375,0.9975041747093201,0.002464320743456483
0.00022852599795442075,0.9997240900993347,0.9996345043182373,1.0,391.8333435058594,392.0,1.0,9.282769497076515e-06,43,967,,,,,,,,
,,,,,,,,43,967,0.0037469908129423857,0.9963560104370117,0.9958906173706055,0.9998071789741516,440.68182373046875,442.3636474609375,0.9975041747093201,0.002464320743456483
0.00012160860205767676,1.0,1.0,1.0,392.0,392.0,1.0,9.282769497076515e-06,44,989,,,,,,,,
,,,,,,,,44,989,0.0027443543076515198,0.9977408051490784,0.9973574280738831,1.0,441.1363525390625,442.3636474609375,0.9977408051490784,0.002464320743456483
0.001042005605995655,0.998397171497345,0.9978766441345215,1.0,391.0,392.0,1.0,9.282769497076515e-06,45,1011,,,,,,,,
,,,,,,,,45,1011,0.002494684187695384,0.997136116027832,0.9966495037078857,1.0,440.81817626953125,442.3636474609375,0.9977408051490784,0.002464320743456483
0.00045851594768464565,0.9991722106933594,0.9989035129547119,1.0,391.5,392.0,1.0,9.282769497076515e-06,46,1033,,,,,,,,
,,,,,,,,46,1033,0.003062558127567172,0.9965659976005554,0.9960658550262451,0.9998996257781982,440.5909118652344,442.3636474609375,0.9977408051490784,0.002464320743456483
2.970382774947211e-05,1.0,1.0,1.0,392.0,392.0,1.0,9.282769497076515e-06,47,1055,,,,,,,,
,,,,,,,,47,1055,0.002507526194676757,0.9977590441703796,0.9973650574684143,1.0,441.2727355957031,442.3636474609375,0.9977590441703796,0.002464320743456483
0.00029251034720800817,0.9994481205940247,0.9992690086364746,1.0,391.6666564941406,392.0,1.0,9.282769497076515e-06,48,1077,,,,,,,,
,,,,,,,,48,1077,0.0022273717913776636,0.9982394576072693,0.9980398416519165,0.9999045729637146,441.5,442.3636474609375,0.9982394576072693,0.0022273717913776636
1.089449961000355e-05,1.0,1.0,1.0,392.0,392.0,1.0,9.282769497076515e-06,49,1099,,,,,,,,
,,,,,,,,49,1099,0.0027050997596234083,0.9970569014549255,0.9965652823448181,1.0,440.7727355957031,442.3636474609375,0.9982394576072693,0.0022273717913776636
3.4837157727451995e-06,1.0,1.0,1.0,392.0,392.0,1.0,3.4837157727451995e-06,50,1121,,,,,,,,
,,,,,,,,50,1121,0.00231122225522995,0.9979031085968018,0.9975242614746094,1.0,441.2272644042969,442.3636474609375,0.9982394576072693,0.0022273717913776636
2.2616359274252318e-05,1.0,1.0,1.0,392.0,392.0,1.0,3.4837157727451995e-06,51,1143,,,,,,,,
,,,,,,,,51,1143,0.0022153756581246853,0.9975799918174744,0.9972301721572876,0.9999024868011475,441.1363525390625,442.3636474609375,0.9982394576072693,0.0022153756581246853
2.0305527868913487e-05,1.0,1.0,1.0,392.0,392.0,1.0,3.4837157727451995e-06,52,1165,,,,,,,,
,,,,,,,,52,1165,0.001964395632967353,0.9980005621910095,0.9976627230644226,1.0,441.2727355957031,442.3636474609375,0.9982394576072693,0.001964395632967353
4.331439413363114e-06,1.0,1.0,1.0,392.0,392.0,1.0,3.4837157727451995e-06,53,1187,,,,,,,,
,,,,,,,,53,1187,0.0015380998374894261,0.9983307123184204,0.9980509281158447,1.0,441.4545593261719,442.3636474609375,0.9983307123184204,0.0015380998374894261
7.982159877428785e-05,0.9997240900993347,0.9996345043182373,1.0,391.8333435058594,392.0,1.0,3.4837157727451995e-06,54,1209,,,,,,,,
,,,,,,,,54,1209,0.002471077488735318,0.9964570999145508,0.9960486888885498,0.9998010396957397,440.6363525390625,442.3636474609375,0.9983307123184204,0.0015380998374894261
0.002030253177508712,0.9968738555908203,0.9958577156066895,1.0,390.0,392.0,1.0,3.4837157727451995e-06,55,1231,,,,,,,,
,,,,,,,,55,1231,0.0021412053611129522,0.9969346523284912,0.9964471459388733,1.0,440.8636474609375,442.3636474609375,0.9983307123184204,0.0015380998374894261
0.0024073226377367973,0.9968738555908203,0.9958577156066895,1.0,390.0,392.0,1.0,3.4837157727451995e-06,56,1253,,,,,,,,
,,,,,,,,56,1253,0.002269280608743429,0.9979748129844666,0.9977430105209351,0.9998964667320251,441.3636474609375,442.3636474609375,0.9983307123184204,0.0015380998374894261
5.028722171118716e-06,1.0,1.0,1.0,392.0,392.0,1.0,3.4837157727451995e-06,57,1275,,,,,,,,
,,,,,,,,57,1275,0.0026438848581165075,0.9957724213600159,0.995054304599762,1.0,440.0909118652344,442.3636474609375,0.9983307123184204,0.0015380998374894261
3.1626968848286197e-05,1.0,1.0,1.0,392.0,392.0,1.0,3.4837157727451995e-06,58,1297,,,,,,,,
,,,,,,,,58,1297,0.0021602376364171505,0.9969661235809326,0.9964743256568909,1.0,440.8636474609375,442.3636474609375,0.9983307123184204,0.0015380998374894261
0.0032117150258272886,0.9953662753105164,0.9938735961914062,1.0,389.0,392.0,1.0,3.4837157727451995e-06,59,1319,,,,,,,,
,,,,,,,,59,1319,0.0027047095354646444,0.9947433471679688,0.9941949248313904,0.9999001026153564,440.31817626953125,442.3636474609375,0.9983307123184204,0.0015380998374894261
6.723951173626119e-06,1.0,1.0,1.0,392.0,392.0,1.0,3.4837157727451995e-06,60,1341,,,,,,,,
,,,,,,,,60,1341,0.0017880118684843183,0.9971672296524048,0.996770441532135,1.0,441.1363525390625,442.3636474609375,0.9983307123184204,0.0015380998374894261
1.4442579185924842e-06,1.0,1.0,1.0,392.0,392.0,1.0,1.4442579185924842e-06,61,1363,,,,,,,,
,,,,,,,,61,1363,0.0013348032953217626,0.9985122680664062,0.9983375072479248,0.9999059438705444,441.6363525390625,442.3636474609375,0.9985122680664062,0.0013348032953217626
1.775602299858292e-06,1.0,1.0,1.0,392.0,392.0,1.0,1.4442579185924842e-06,62,1385,,,,,,,,
,,,,,,,,62,1385,0.00125435262452811,0.9979482293128967,0.9977237582206726,0.9999020099639893,441.3636474609375,442.3636474609375,0.9985122680664062,0.00125435262452811
1.1395369483579998e-06,1.0,1.0,1.0,392.0,392.0,1.0,1.1395369483579998e-06,63,1407,,,,,,,,
,,,,,,,,63,1407,0.0016991172451525927,0.9976521134376526,0.9974362850189209,0.9998098015785217,441.2727355957031,442.3636474609375,0.9985122680664062,0.00125435262452811
1.920892100315541e-05,1.0,1.0,1.0,392.0,392.0,1.0,1.1395369483579998e-06,64,1429,,,,,,,,
,,,,,,,,64,1429,0.0012181770289316773,0.9983835816383362,0.9982081055641174,0.9999061226844788,441.5909118652344,442.3636474609375,0.9985122680664062,0.0012181770289316773
4.1254156712966505e-07,1.0,1.0,1.0,392.0,392.0,1.0,4.1254156712966505e-07,65,1451,,,,,,,,
,,,,,,,,65,1451,0.0009840992279350758,0.9987359642982483,0.9985217452049255,1.0,441.68182373046875,442.3636474609375,0.9987359642982483,0.0009840992279350758
1.851523279583489e-06,1.0,1.0,1.0,392.0,392.0,1.0,4.1254156712966505e-07,66,1473,,,,,,,,
,,,,,,,,66,1473,0.0005936866509728134,0.9991478323936462,0.9990265369415283,1.0,442.0454406738281,442.3636474609375,0.9991478323936462,0.0005936866509728134
0.00018990039825439453,0.9997240900993347,0.9996345043182373,1.0,391.8333435058594,392.0,1.0,4.1254156712966505e-07,67,1495,,,,,,,,
,,,,,,,,67,1495,0.0007279638666659594,0.9992879629135132,0.9992700219154358,0.9999001026153564,442.2272644042969,442.3636474609375,0.9992879629135132,0.0005936866509728134
0.0036438293755054474,0.9951062798500061,0.9935428500175476,1.0,388.8333435058594,392.0,1.0,4.1254156712966505e-07,68,1517,,,,,,,,
,,,,,,,,68,1517,0.0025539668276906013,0.997018575668335,0.9965860247612,0.9999068975448608,440.8636474609375,442.3636474609375,0.9992879629135132,0.0005936866509728134
1.0407993613625877e-06,1.0,1.0,1.0,392.0,392.0,1.0,4.1254156712966505e-07,69,1539,,,,,,,,
,,,,,,,,69,1539,0.001178997103124857,0.9981628656387329,0.997907817363739,1.0,441.4090881347656,442.3636474609375,0.9992879629135132,0.0005936866509728134
0.000135224821860902,0.9994799494743347,0.9993386268615723,1.0,391.6666564941406,392.0,1.0,4.1254156712966505e-07,70,1561,,,,,,,,
,,,,,,,,70,1561,0.0005931868217885494,0.9991363286972046,0.9990034699440002,1.0,441.9090881347656,442.3636474609375,0.9992879629135132,0.0005931868217885494
0.005156317260116339,0.9958758354187012,0.994534969329834,1.0,389.3333435058594,392.0,1.0,4.1254156712966505e-07,71,1583,,,,,,,,
,,,,,,,,71,1583,0.0017739527393132448,0.9976211786270142,0.9974105954170227,0.9998998641967773,441.2272644042969,442.3636474609375,0.9992879629135132,0.0005931868217885494
0.00020995247177779675,0.9997240900993347,0.9996345043182373,1.0,391.8333435058594,392.0,1.0,4.1254156712966505e-07,72,1605,,,,,,,,
,,,,,,,,72,1605,0.0028703019488602877,0.995652437210083,0.9950880408287048,0.9997993111610413,440.4545593261719,442.3636474609375,0.9992879629135132,0.0005931868217885494
0.00693228654563427,0.9929888844490051,0.9907929301261902,1.0,387.5,392.0,1.0,4.1254156712966505e-07,73,1627,,,,,,,,
,,,,,,,,73,1627,0.001882873591966927,0.9977079033851624,0.9974056482315063,0.9999005794525146,441.18182373046875,442.3636474609375,0.9992879629135132,0.0005931868217885494
6.065718116587959e-05,1.0,1.0,1.0,392.0,392.0,1.0,4.1254156712966505e-07,74,1649,,,,,,,,
,,,,,,,,74,1649,0.0015444557648152113,0.9971773624420166,0.9968156814575195,0.999904453754425,440.9545593261719,442.3636474609375,0.9992879629135132,0.0005931868217885494
4.414398790686391e-05,1.0,1.0,1.0,392.0,392.0,1.0,4.1254156712966505e-07,75,1671,,,,,,,,
,,,,,,,,75,1671,0.0009293422335758805,0.9986099600791931,0.9983925223350525,1.0,441.6363525390625,442.3636474609375,0.9992879629135132,0.0005931868217885494
2.0551850354877388e-07,1.0,1.0,1.0,392.0,392.0,1.0,2.0551850354877388e-07,76,1693,,,,,,,,
,,,,,,,,76,1693,0.0007590517052449286,0.9986643195152283,0.9984258413314819,1.0,441.6363525390625,442.3636474609375,0.9992879629135132,0.0005931868217885494
5.65759762594098e-07,1.0,1.0,1.0,392.0,392.0,1.0,2.0551850354877388e-07,77,1715,,,,,,,,
,,,,,,,,77,1715,0.00028040818870067596,0.9998430013656616,0.9998056888580322,1.0,442.2727355957031,442.3636474609375,0.9998430013656616,0.00028040818870067596
1.200260726363922e-06,1.0,1.0,1.0,392.0,392.0,1.0,2.0551850354877388e-07,78,1737,,,,,,,,
,,,,,,,,78,1737,9.941438474925235e-05,1.0,1.0,1.0,442.3636474609375,442.3636474609375,1.0,9.941438474925235e-05
2.2477433958556503e-07,1.0,1.0,1.0,392.0,392.0,1.0,2.0551850354877388e-07,79,1759,,,,,,,,
,,,,,,,,79,1759,0.0007391449180431664,0.998928964138031,0.9988376498222351,0.9999021887779236,441.8636474609375,442.3636474609375,1.0,9.941438474925235e-05
1.026363952405518e-05,1.0,1.0,1.0,392.0,392.0,1.0,2.0551850354877388e-07,80,1781,,,,,,,,
,,,,,,,,80,1781,0.0009369910112582147,0.998665452003479,0.9985381960868835,0.9998978972434998,441.7272644042969,442.3636474609375,1.0,9.941438474925235e-05
7.494555234188738e-07,1.0,1.0,1.0,392.0,392.0,1.0,2.0551850354877388e-07,81,1803,,,,,,,,
,,,,,,,,81,1803,0.0005131178186275065,0.9993299841880798,0.999208390712738,1.0,442.0,442.3636474609375,1.0,9.941438474925235e-05
7.783576438669115e-05,1.0,1.0,1.0,392.0,392.0,1.0,2.0551850354877388e-07,82,1825,,,,,,,,
,,,,,,,,82,1825,0.0002712221466936171,0.9993714690208435,0.9992973208427429,1.0,442.0454406738281,442.3636474609375,1.0,9.941438474925235e-05
3.5392769603959096e-08,1.0,1.0,1.0,392.0,392.0,1.0,3.5392769603959096e-08,83,1847,,,,,,,,
,,,,,,,,83,1847,0.00041576006333343685,0.9997503757476807,0.9997053146362305,1.0,442.2272644042969,442.3636474609375,1.0,9.941438474925235e-05
3.1462331406828525e-08,1.0,1.0,1.0,392.0,392.0,1.0,3.1462331406828525e-08,84,1869,,,,,,,,
,,,,,,,,84,1869,0.00016619694360997528,0.9997584819793701,0.9997127652168274,1.0,442.2272644042969,442.3636474609375,1.0,9.941438474925235e-05
0.006628228817135096,0.9942889213562012,0.9924464225769043,1.0,388.3333435058594,392.0,1.0,3.1462331406828525e-08,85,1891,,,,,,,,
,,,,,,,,85,1891,0.0014046992873772979,0.9979177117347717,0.9976744055747986,0.9999077320098877,441.31817626953125,442.3636474609375,1.0,9.941438474925235e-05
0.007016055751591921,0.9899633526802063,0.9868246912956238,1.0,385.5,392.0,1.0,3.1462331406828525e-08,86,1913,,,,,,,,
,,,,,,,,86,1913,0.0026721726171672344,0.9968320727348328,0.9966685771942139,0.9997047185897827,441.0,442.3636474609375,1.0,9.941438474925235e-05
0.0007923526572994888,0.9981321692466736,0.9975807666778564,1.0,390.8333435058594,392.0,1.0,3.1462331406828525e-08,87,1935,,,,,,,,
,,,,,,,,87,1935,0.0013051164569333196,0.9982134103775024,0.9980939626693726,0.9998007416725159,441.5909118652344,442.3636474609375,1.0,9.941438474925235e-05
7.661454333174333e-07,1.0,1.0,1.0,392.0,392.0,1.0,3.1462331406828525e-08,88,1957,,,,,,,,
,,,,,,,,88,1957,0.0005655009881593287,0.9993615746498108,0.9992177486419678,1.0,442.0,442.3636474609375,1.0,9.941438474925235e-05
4.1150144625135e-08,1.0,1.0,1.0,392.0,392.0,1.0,3.1462331406828525e-08,89,1979,,,,,,,,
,,,,,,,,89,1979,0.0002005703718168661,0.9997613430023193,0.9997129440307617,1.0,442.2272644042969,442.3636474609375,1.0,9.941438474925235e-05
3.4444576613168465e-06,1.0,1.0,1.0,392.0,392.0,1.0,3.1462331406828525e-08,90,2001,,,,,,,,
,,,,,,,,90,2001,0.00014113899669609964,0.9999169707298279,0.999903678894043,1.0,442.31817626953125,442.3636474609375,1.0,9.941438474925235e-05
5.852322715327318e-08,1.0,1.0,1.0,392.0,392.0,1.0,3.1462331406828525e-08,91,2023,,,,,,,,
,,,,,,,,91,2023,0.00013990023580845445,0.9996631145477295,0.9996068477630615,1.0,442.18182373046875,442.3636474609375,1.0,9.941438474925235e-05
4.678747427533381e-05,1.0,1.0,1.0,392.0,392.0,1.0,3.1462331406828525e-08,92,2045,,,,,,,,
,,,,,,,,92,2045,0.002062047366052866,0.9994913339614868,0.9995100498199463,0.999900758266449,442.18182373046875,442.3636474609375,1.0,9.941438474925235e-05
